,start,end,file,text
373,00:16:07.959,00:16:10.014,chunk374.wav,rare that you get something where the
374,00:16:10.180,00:16:11.920,chunk375.wav,data type is already predefined and the
375,00:16:12.070,00:16:14.020,chunk376.wav,shape of the matrix so this is kind of
376,00:16:13.660,00:16:16.840,chunk377.wav,my favorite way of doing it and again
377,00:16:15.970,00:16:18.745,chunk378.wav,the shape is batch size by one for mono
378,00:16:20.020,00:16:22.270,chunk379.wav,channels and then we have our sample
379,00:16:21.520,00:16:23.905,chunk380.wav,rate multiplied by Delta time and our
380,00:16:24.520,00:16:26.455,chunk381.wav,output is going to be batch sized by a
381,00:16:26.290,00:16:28.555,chunk382.wav,number of classes because this is a hot
382,00:16:28.390,00:16:31.435,chunk383.wav,encoded matrix and the way to create a
383,00:16:30.820,00:16:33.850,chunk384.wav,hot encoded matrix is to an easy way to
384,00:16:34.480,00:16:37.195,chunk385.wav,do it is from
385,00:16:36.880,00:16:39.535,chunk386.wav,where is it tensorflow chaos utils to
386,00:16:39.910,00:16:42.040,chunk387.wav,categorical so that's what I'm doing
387,00:16:42.190,00:16:44.410,chunk388.wav,here I'm just taking my label encoded
388,00:16:44.170,00:16:46.240,chunk389.wav,labels forcing into the number of
389,00:16:46.630,00:16:48.865,chunk390.wav,classes and that'll make a hot encoding
390,00:16:48.310,00:16:51.235,chunk391.wav,matrix and you just fill up your your
391,00:16:51.100,00:16:53.994,chunk392.wav,wave file and your labels and so that
392,00:16:54.160,00:16:58.339,chunk393.wav,will actually go into and run through
393,00:16:56.889,00:17:01.849,chunk394.wav,your models let me come down here and
394,00:17:02.519,00:17:04.664,chunk395.wav,uncomment this you guys can see
395,00:17:11.380,00:17:15.270,chunk396.wav,and I'll just print maybe the first few
396,00:17:16.459,00:17:18.514,chunk397.wav,entries and labels and then so when you
397,00:17:19.160,00:17:20.960,chunk398.wav,actually go to call the the data
398,00:17:20.570,00:17:22.700,chunk399.wav,generator you can create this object and
399,00:17:22.760,00:17:24.859,chunk400.wav,you pass in all the stuff you need and
400,00:17:24.830,00:17:27.230,chunk401.wav,if you actually wanted to see it you
401,00:17:26.959,00:17:31.084,chunk402.wav,could say like for X in training
402,00:17:29.630,00:17:33.305,chunk403.wav,generator print X let's print let's just
403,00:17:35.210,00:17:38.375,chunk404.wav,print all of X and then we'll print X
404,00:17:36.980,00:17:40.415,chunk405.wav,dot shape you can see that oh and also I
405,00:17:41.540,00:17:43.875,chunk406.wav,guess it's going to be hard to see but
406,00:17:43.850,00:17:46.250,chunk407.wav,we can also print the length of a
407,00:17:46.210,00:17:49.360,chunk408.wav,generator
408,00:17:48.650,00:17:50.580,chunk409.wav,so if I come over here
409,00:17:59.070,00:18:02.670,chunk410.wav,oh it's a tupple I'd forgot well anyway
410,00:18:02.970,00:18:05.745,chunk411.wav,we can still see so this is our labels
411,00:18:06.270,00:18:08.265,chunk412.wav,right so this would be I mean I only
412,00:18:08.520,00:18:10.770,chunk413.wav,show the first ten but notice that
413,00:18:10.260,00:18:12.840,chunk414.wav,they're all integers and the length of
414,00:18:13.020,00:18:15.795,chunk415.wav,our training generator so the actual
415,00:18:15.420,00:18:18.705,chunk416.wav,thing is like 70 something but I do a
416,00:18:18.570,00:18:21.675,chunk417.wav,trained test split right here so I think
417,00:18:21.990,00:18:24.645,chunk418.wav,the remaining like 6 or 7 are within
418,00:18:24.780,00:18:26.655,chunk419.wav,that validation generator and you can
419,00:18:27.300,00:18:29.520,chunk420.wav,see the data so it was actually
420,00:18:28.530,00:18:31.635,chunk421.wav,returning a tuple and I did print it so
421,00:18:31.740,00:18:35.340,chunk422.wav,this would be your x-ray and here's your
422,00:18:34.740,00:18:38.340,chunk423.wav,hot encoded Y matrix and of course it
423,00:18:38.940,00:18:42.150,chunk424.wav,doesn't have a shape because doesn't
424,00:18:41.940,00:18:44.940,chunk425.wav,have one it's a tupple but yeah that's
425,00:18:45.360,00:18:47.940,chunk426.wav,how you would kind of start working with
426,00:18:47.940,00:18:50.580,chunk427.wav,the training generator and that will
427,00:18:50.520,00:18:53.295,chunk428.wav,batch all of your data until eventually
428,00:18:53.220,00:18:55.740,chunk429.wav,the length is met and then internally it
429,00:18:56.070,00:18:57.855,chunk430.wav,will call on epoch N and it'll shuffle
430,00:18:58.260,00:18:59.685,chunk431.wav,everything and I'll just keep doing that
431,00:18:59.640,00:19:01.605,chunk432.wav,for the number of epochs you want to
432,00:19:01.110,00:19:03.915,chunk433.wav,train with and I think that'll do it for
433,00:19:03.570,00:19:05.670,chunk434.wav,this video and the next one we're going
434,00:19:06.720,00:19:08.595,chunk435.wav,to start talking about the actual
435,00:19:07.770,00:19:10.275,chunk436.wav,modeling so what models are available
436,00:19:10.470,00:19:12.600,chunk437.wav,talk about like conceptually how they
437,00:19:12.780,00:19:14.890,chunk438.wav,work and then we'll try training some
438,00:19:14.730,00:19:15.865,chunk439.wav,models
